task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	c5/07b1f5	7711	NFCORE_AIRRFLOW:AIRRFLOW:DATABASES:UNZIP_REFERENCE_FASTA (unzip_db)	COMPLETED	0	2025-01-28 09:47:01.974	15s	300ms	8.1%	0	0	397.3 KB	1.9 MB
3	24/50dd6a	8270	NFCORE_AIRRFLOW:AIRRFLOW:DATABASES:UNZIP_IGBLAST (unzip_db)	COMPLETED	0	2025-01-28 09:47:17.012	4.6s	72ms	108.5%	5.4 MB	7.5 MB	1.2 MB	8.1 MB
2	c8/1f31f0	7683	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:FASTQ_INPUT_CHECK:SAMPLESHEET_CHECK (metadata_pcr_umi_airr_300.tsv)	COMPLETED	0	2025-01-28 09:47:01.865	23.7s	10s	13.3%	42.5 MB	1 GB	9.9 MB	3.4 KB
7	62/a42276	8988	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:FASTP (SRR1383456)	COMPLETED	0	2025-01-28 09:47:33.993	22.4s	9s	124.3%	1.1 GB	1.2 GB	48.4 MB	19.2 MB
14	ca/078d5c	10293	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:RENAME_FASTQ_UMI (SRR1383456)	COMPLETED	0	2025-01-28 09:47:56.528	5.8s	0ms	100.0%	0	0	72.3 KB	211 B
15	bc/c8bb9d	10512	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:GUNZIP_UMI (SRR1383456)	COMPLETED	0	2025-01-28 09:48:02.360	6.3s	579ms	73.0%	3.6 MB	7.8 MB	18.6 MB	61.3 MB
16	2f/812ca4	10824	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_FILTERSEQ_UMI (SRR1383456)	COMPLETED	0	2025-01-28 09:48:08.702	38.9s	25s	250.0%	545.8 MB	8.2 GB	485.2 MB	333.9 MB
5	81/2fb662	12889	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:FASTP (SRR1383452)	COMPLETED	0	2025-01-28 09:48:47.564	54.7s	47s	208.1%	2.8 GB	3.4 GB	452.8 MB	417.7 MB
6	e0/7b7004	15235	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:FASTP (SRR1383453)	COMPLETED	0	2025-01-28 09:49:42.286	47.3s	42s	191.9%	2.8 GB	3.2 GB	366.7 MB	326.5 MB
4	5e/058d35	17254	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:FASTP (SRR1383451)	COMPLETED	0	2025-01-28 09:50:29.582	48.2s	42s	211.3%	2.7 GB	3.2 GB	434.8 MB	398.3 MB
10	dc/6da781	19324	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:FASTP (SRR1383465)	COMPLETED	0	2025-01-28 09:51:17.761	1m	56s	236.7%	3.4 GB	3.8 GB	713.7 MB	685.6 MB
11	0d/2f4f49	21721	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:FASTP (SRR1383466)	COMPLETED	0	2025-01-28 09:52:17.820	26.5s	23s	145.9%	1.6 GB	2.1 GB	131.2 MB	75 MB
12	ac/0a8548	23353	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:FASTP (SRR1383467)	COMPLETED	0	2025-01-28 09:52:44.350	22.9s	19s	146.7%	292.3 MB	304 MB	120.7 MB	68.5 MB
17	59/00ae62	24858	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_MASKPRIMERS_SCORE_UMI_R2 (SRR1383456)	COMPLETED	0	2025-01-28 09:53:07.288	8.9s	5s	421.4%	540 MB	8.2 GB	97.5 MB	52.9 MB
18	4b/d3f3ed	26176	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_MASKPRIMERS_SCORE_UMI_R1 (SRR1383456)	COMPLETED	0	2025-01-28 09:53:16.198	11.4s	8s	366.1%	543.5 MB	8.2 GB	246.4 MB	185.3 MB
8	24/76bc80	27903	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:FASTP (SRR1383463)	COMPLETED	0	2025-01-28 09:53:27.639	55.6s	52s	228.7%	3.2 GB	3.6 GB	631.5 MB	599.5 MB
9	52/984d53	30153	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:FASTP (SRR1383464)	COMPLETED	0	2025-01-28 09:54:23.250	56.7s	53s	220.5%	3.1 GB	3.5 GB	574.7 MB	537.9 MB
13	17/743c7e	32415	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:FASTP (SRR1383468)	COMPLETED	0	2025-01-28 09:55:19.958	27.5s	21s	174.1%	1.9 GB	2.3 GB	169.7 MB	120.2 MB
20	41/fbce98	34069	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:RENAME_FASTQ_UMI (SRR1383453)	COMPLETED	0	2025-01-28 09:55:47.452	6.3s	0ms	114.3%	0	0	72.3 KB	196 B
19	e3/0e9882	34063	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:RENAME_FASTQ_UMI (SRR1383452)	COMPLETED	0	2025-01-28 09:55:47.446	7.9s	0ms	0.0%	0	0	72.3 KB	192 B
21	30/3c1b8b	34579	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:RENAME_FASTQ_UMI (SRR1383451)	COMPLETED	0	2025-01-28 09:55:53.800	8.2s	0ms	0.0%	0	0	72.3 KB	192 B
22	7b/c98924	34643	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:RENAME_FASTQ_UMI (SRR1383465)	COMPLETED	0	2025-01-28 09:55:55.301	8.3s	0ms	114.3%	0	0	72.3 KB	196 B
23	db/262ead	35101	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:RENAME_FASTQ_UMI (SRR1383466)	COMPLETED	0	2025-01-28 09:56:02.023	8.4s	0ms	0.0%	0	0	72.3 KB	192 B
24	ce/5f8320	35154	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:RENAME_FASTQ_UMI (SRR1383467)	COMPLETED	0	2025-01-28 09:56:03.631	8.8s	0ms	88.9%	0	0	72.3 KB	195 B
26	3b/719507	35684	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:RENAME_FASTQ_UMI (SRR1383463)	COMPLETED	0	2025-01-28 09:56:12.473	8.9s	0ms	100.0%	0	0	72.3 KB	196 B
25	be/d3ec43	35628	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_PAIRSEQ_UMI (SRR1383456)	COMPLETED	0	2025-01-28 09:56:10.379	12.8s	1s	146.3%	49.6 MB	1 GB	83.2 MB	8.8 MB
27	9b/af5624	36277	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:RENAME_FASTQ_UMI (SRR1383464)	COMPLETED	0	2025-01-28 09:56:21.348	8.1s	0ms	0.0%	0	0	72.3 KB	192 B
28	b5/41c5ea	36328	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:RENAME_FASTQ_UMI (SRR1383468)	COMPLETED	0	2025-01-28 09:56:23.221	7.3s	0ms	0.0%	0	0	72.3 KB	192 B
29	3f/fddf70	36833	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:GUNZIP_UMI (SRR1383453)	COMPLETED	0	2025-01-28 09:56:30.533	19.5s	6.4s	102.4%	4.5 MB	7.2 MB	325.9 MB	1 GB
30	29/938ffb	37488	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:GUNZIP_UMI (SRR1383452)	COMPLETED	0	2025-01-28 09:56:50.009	21.9s	7.8s	100.4%	4.5 MB	7.2 MB	417.1 MB	1.3 GB
31	7f/f33f1a	38186	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:GUNZIP_UMI (SRR1383451)	COMPLETED	0	2025-01-28 09:57:11.924	22.5s	7.3s	100.3%	4.4 MB	7.2 MB	397.7 MB	1.3 GB
32	d0/f90fe6	38881	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:GUNZIP_UMI (SRR1383465)	COMPLETED	0	2025-01-28 09:57:34.421	26.2s	12.3s	100.4%	4.2 MB	7.2 MB	685 MB	2.1 GB
33	69/5368b3	39785	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:GUNZIP_UMI (SRR1383466)	COMPLETED	0	2025-01-28 09:58:00.655	6.4s	1.4s	100.5%	4.4 MB	7.2 MB	74.5 MB	265.8 MB
34	0c/ea73ab	40126	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:GUNZIP_UMI (SRR1383467)	COMPLETED	0	2025-01-28 09:58:07.072	6.3s	1.4s	100.5%	4.2 MB	7.2 MB	68 MB	268.1 MB
35	5c/75c922	40464	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:GUNZIP_UMI (SRR1383463)	COMPLETED	0	2025-01-28 09:58:13.357	25.6s	11.1s	101.1%	4.4 MB	7.2 MB	598.9 MB	1.8 GB
36	64/4786c0	41400	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_CLUSTERSETS_UMI (SRR1383456)	COMPLETED	0	2025-01-28 09:58:38.978	20.2s	16s	538.0%	572.9 MB	8.2 GB	225.9 MB	57.7 MB
37	41/d75961	47954	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:GUNZIP_UMI (SRR1383464)	COMPLETED	0	2025-01-28 09:58:59.188	22.4s	10.2s	100.6%	4.5 MB	7.2 MB	537.4 MB	1.6 GB
38	1c/45ed60	48755	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:GUNZIP_UMI (SRR1383468)	COMPLETED	0	2025-01-28 09:59:21.607	8.2s	2.4s	100.3%	4.5 MB	7.2 MB	119.6 MB	466.5 MB
39	9b/137c12	49179	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_FILTERSEQ_UMI (SRR1383453)	COMPLETED	0	2025-01-28 09:59:29.764	4m 9s	4m 5s	370.0%	689.7 MB	8.4 GB	7.3 GB	5.6 GB
40	bd/4fdc3f	60978	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_FILTERSEQ_UMI (SRR1383452)	COMPLETED	0	2025-01-28 10:03:38.391	5m 20s	5m 15s	372.3%	722.6 MB	8.4 GB	9.4 GB	7.2 GB
41	ef/c1ebf4	75835	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_FILTERSEQ_UMI (SRR1383451)	COMPLETED	0	2025-01-28 10:08:58.498	5m 9s	5m 3s	366.9%	715.7 MB	8.4 GB	8.9 GB	6.9 GB
42	47/3b3758	92040	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_FILTERSEQ_UMI (SRR1383465)	COMPLETED	0	2025-01-28 10:14:07.392	8m 10s	8m 6s	379.4%	843.5 MB	8.5 GB	14.7 GB	11 GB
43	15/1d32e1	114147	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_FILTERSEQ_UMI (SRR1383466)	COMPLETED	0	2025-01-28 10:22:16.966	1m 10s	1m 6s	367.7%	576.1 MB	8.3 GB	1.9 GB	1.4 GB
44	ff/798229	118630	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_FILTERSEQ_UMI (SRR1383467)	COMPLETED	0	2025-01-28 10:23:26.872	1m 10s	1m 6s	361.0%	575.1 MB	8.3 GB	1.9 GB	1.4 GB
45	2a/5e88f7	123277	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_FILTERSEQ_UMI (SRR1383463)	COMPLETED	0	2025-01-28 10:24:37.287	6m 55s	6m 51s	377.1%	816.1 MB	8.5 GB	12.8 GB	9.6 GB
46	5e/7b1362	141951	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_PARSE_CLUSTER_UMI (SRR1383456)	COMPLETED	0	2025-01-28 10:31:32.418	5.6s	2s	166.4%	36.3 MB	1 GB	34 MB	9.3 MB
47	8a/004e52	142310	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_FILTERSEQ_UMI (SRR1383464)	COMPLETED	0	2025-01-28 10:31:38.003	5m 57s	5m 54s	381.2%	807 MB	8.5 GB	11.4 GB	8.5 GB
48	fc/137988	158595	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_FILTERSEQ_UMI (SRR1383468)	COMPLETED	0	2025-01-28 10:37:34.937	1m 51s	1m 47s	366.2%	606 MB	8.3 GB	3.2 GB	2.4 GB
49	9f/3e87e1	164631	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_MASKPRIMERS_SCORE_UMI_R2 (SRR1383453)	COMPLETED	0	2025-01-28 10:39:25.850	14.7s	12s	483.5%	542.8 MB	8.2 GB	201.4 MB	147.1 MB
50	ed/eeebef	166855	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_MASKPRIMERS_SCORE_UMI_R1 (SRR1383453)	COMPLETED	0	2025-01-28 10:39:40.518	2m 15s	2m 11s	408.5%	674.3 MB	8.4 GB	4.1 GB	3.6 GB
52	6a/56be89	173917	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_MASKPRIMERS_SCORE_UMI_R1 (SRR1383452)	COMPLETED	0	2025-01-28 10:41:55.364	2m 50s	2m 46s	408.0%	685.3 MB	8.4 GB	5.1 GB	4.6 GB
51	3f/f73714	182581	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_MASKPRIMERS_SCORE_UMI_R2 (SRR1383452)	COMPLETED	0	2025-01-28 10:44:45.571	16s	13s	473.6%	542.1 MB	8.2 GB	196.9 MB	142 MB
53	39/44460b	184938	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_MASKPRIMERS_SCORE_UMI_R2 (SRR1383451)	COMPLETED	0	2025-01-28 10:45:01.562	36.8s	34s	517.3%	556.2 MB	8.2 GB	568.7 MB	479 MB
54	5c/461937	188085	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_MASKPRIMERS_SCORE_UMI_R1 (SRR1383451)	COMPLETED	0	2025-01-28 10:45:38.382	2m 52s	2m 46s	406.3%	681.7 MB	8.4 GB	5 GB	4.4 GB
56	a7/b980d6	196720	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_MASKPRIMERS_SCORE_UMI_R2 (SRR1383465)	COMPLETED	0	2025-01-28 10:48:29.988	21.7s	17s	488.1%	546.3 MB	8.2 GB	285.5 MB	222.7 MB
55	8d/0ce08c	199323	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_MASKPRIMERS_SCORE_UMI_R1 (SRR1383465)	COMPLETED	0	2025-01-28 10:48:51.701	2m 50s	2m 46s	409.6%	685.8 MB	8.4 GB	5.1 GB	4.6 GB
58	20/d6ffe0	207889	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_MASKPRIMERS_SCORE_UMI_R1 (SRR1383466)	COMPLETED	0	2025-01-28 10:51:41.692	36.9s	33s	399.2%	572.5 MB	8.3 GB	1003 MB	863.8 MB
57	2e/9ac18a	211145	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_MASKPRIMERS_SCORE_UMI_R2 (SRR1383466)	COMPLETED	0	2025-01-28 10:52:18.605	7.2s	4s	380.6%	538.8 MB	8.2 GB	71.1 MB	28.7 MB
59	1e/df85b2	212024	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_MASKPRIMERS_SCORE_UMI_R1 (SRR1383467)	COMPLETED	0	2025-01-28 10:52:25.796	36.6s	34s	395.9%	572.2 MB	8.3 GB	1 GB	895.7 MB
60	6c/5e9e0b	215142	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_MASKPRIMERS_SCORE_UMI_R2 (SRR1383467)	COMPLETED	0	2025-01-28 10:53:02.426	15.3s	12s	486.0%	543.3 MB	8.2 GB	213.3 MB	157.6 MB
62	8b/4a13c4	217469	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_MASKPRIMERS_SCORE_UMI_R2 (SRR1383463)	COMPLETED	0	2025-01-28 10:53:17.753	43.1s	40s	524.9%	557.9 MB	8.2 GB	703.8 MB	602.3 MB
61	d4/5fa218	220972	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_MASKPRIMERS_SCORE_UMI_R1 (SRR1383463)	COMPLETED	0	2025-01-28 10:54:00.825	2m 28s	2m 25s	407.6%	673.3 MB	8.4 GB	4.4 GB	3.9 GB
63	4e/545a35	228772	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_PAIRSEQ_CLUSTERSETS (SRR1383456)	COMPLETED	0	2025-01-28 10:56:28.803	6.9s	2s	132.0%	44.3 MB	1 GB	40.7 MB	9.7 MB
68	7d/59aa4b	228779	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_PAIRSEQ_UMI (SRR1383453)	COMPLETED	0	2025-01-28 10:56:28.810	13.7s	9s	103.4%	204.2 MB	1.2 GB	854.7 MB	26.5 MB
69	09/fbc11b	229532	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_PAIRSEQ_UMI (SRR1383452)	COMPLETED	0	2025-01-28 10:56:35.741	13.4s	10s	99.2%	223.9 MB	1.2 GB	1021.4 MB	23.5 MB
71	34/ccbcbb	231129	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_PAIRSEQ_UMI (SRR1383465)	COMPLETED	0	2025-01-28 10:56:49.149	15.4s	10s	107.0%	226 MB	1.2 GB	1.1 GB	36.4 MB
70	51/7ac7a3	230337	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_PAIRSEQ_UMI (SRR1383451)	COMPLETED	0	2025-01-28 10:56:42.503	23.1s	18s	99.6%	227.7 MB	1.2 GB	1.2 GB	83.1 MB
72	61/1042f5	232459	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_PAIRSEQ_UMI (SRR1383466)	COMPLETED	0	2025-01-28 10:57:04.536	7.6s	2s	125.4%	69.7 MB	1 GB	196.9 MB	4.4 MB
73	de/75110b	232524	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_PAIRSEQ_UMI (SRR1383467)	COMPLETED	0	2025-01-28 10:57:05.634	9.8s	6s	116.7%	83.6 MB	1.1 GB	307 MB	28.6 MB
74	0f/8a3123	233264	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_PAIRSEQ_UMI (SRR1383463)	COMPLETED	0	2025-01-28 10:57:12.093	20.7s	16s	106.2%	220.4 MB	1.2 GB	1.2 GB	95.3 MB
64	92/ba45a2	234450	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_MASKPRIMERS_SCORE_UMI_R2 (SRR1383464)	COMPLETED	0	2025-01-28 10:57:32.795	14.6s	12s	477.4%	543.6 MB	8.2 GB	200.3 MB	145.4 MB
65	3b/007ea1	236821	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_MASKPRIMERS_SCORE_UMI_R1 (SRR1383464)	COMPLETED	0	2025-01-28 10:57:47.416	2m	1m 57s	407.4%	631.6 MB	8.3 GB	3.6 GB	3.2 GB
66	88/5e9020	243421	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_MASKPRIMERS_SCORE_UMI_R2 (SRR1383468)	COMPLETED	0	2025-01-28 10:59:47.782	14.6s	11s	459.1%	541.8 MB	8.2 GB	178.9 MB	126.4 MB
67	2a/c90517	245611	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_MASKPRIMERS_SCORE_UMI_R1 (SRR1383468)	COMPLETED	0	2025-01-28 11:00:02.404	1m 3s	59s	399.9%	583.2 MB	8.3 GB	1.7 GB	1.5 GB
75	e2/797b82	249865	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_BUILDCONSENSUS_UMI (SRR1383456)	COMPLETED	0	2025-01-28 11:01:05.466	11s	8s	416.2%	568.2 MB	8.2 GB	156 MB	58.7 MB
76	cf/49d203	251339	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_CLUSTERSETS_UMI (SRR1383453)	COMPLETED	0	2025-01-28 11:01:16.444	18.7s	15s	464.3%	559.4 MB	8.2 GB	330.4 MB	175.2 MB
77	69/7756a8	255106	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_CLUSTERSETS_UMI (SRR1383452)	COMPLETED	0	2025-01-28 11:01:35.097	17.8s	15s	458.6%	558.5 MB	8.2 GB	302.9 MB	154.9 MB
78	39/791ce5	259076	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_CLUSTERSETS_UMI (SRR1383465)	COMPLETED	0	2025-01-28 11:01:52.903	21.4s	19s	430.5%	562 MB	8.2 GB	419 MB	239 MB
79	00/a4f3b6	262057	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_CLUSTERSETS_UMI (SRR1383451)	COMPLETED	0	2025-01-28 11:02:14.316	1m 8s	1m 5s	567.0%	596.6 MB	8.3 GB	1 GB	548.5 MB
80	55/28d1aa	278210	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_CLUSTERSETS_UMI (SRR1383466)	COMPLETED	0	2025-01-28 11:03:22.602	15s	12s	489.3%	550.6 MB	8.2 GB	136.6 MB	30.2 MB
81	a1/9d8de3	282815	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_CLUSTERSETS_UMI (SRR1383467)	COMPLETED	0	2025-01-28 11:03:37.559	24.2s	21s	541.5%	577.1 MB	8.2 GB	549.3 MB	171.6 MB
82	5c/d83acf	289809	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_CLUSTERSETS_UMI (SRR1383463)	COMPLETED	0	2025-01-28 11:04:01.773	53.8s	50s	511.7%	611.7 MB	8.3 GB	1 GB	625.7 MB
84	5a/dc0066	297710	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_PAIRSEQ_UMI (SRR1383468)	COMPLETED	0	2025-01-28 11:04:55.602	10.1s	5s	117.3%	96.7 MB	1.1 GB	411.2 MB	22.8 MB
83	fc/084870	297700	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_PAIRSEQ_UMI (SRR1383464)	COMPLETED	0	2025-01-28 11:04:55.590	12.9s	7s	112.0%	153.1 MB	1.1 GB	742.1 MB	23 MB
85	81/f8a78d	298827	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_POSTCONSENSUS_PAIRSEQ_UMI (SRR1383456)	COMPLETED	0	2025-01-28 11:05:05.747	7s	1s	191.4%	10.6 MB	16.3 MB	23.2 MB	2.8 MB
86	4a/c75028	299114	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_PARSE_CLUSTER_UMI (SRR1383453)	COMPLETED	0	2025-01-28 11:05:08.490	9.2s	4s	136.2%	46.4 MB	1 GB	70 MB	27.8 MB
87	04/49ce92	299506	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_PARSE_CLUSTER_UMI (SRR1383452)	COMPLETED	0	2025-01-28 11:05:12.779	7.6s	3s	140.8%	46.5 MB	1 GB	63.8 MB	24.6 MB
88	96/89b3ce	300074	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_PARSE_CLUSTER_UMI (SRR1383465)	COMPLETED	0	2025-01-28 11:05:17.740	10.3s	5s	129.3%	47.5 MB	1 GB	90.1 MB	38.2 MB
90	4b/a205ec	301194	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_PARSE_CLUSTER_UMI (SRR1383466)	COMPLETED	0	2025-01-28 11:05:28.047	5.3s	1s	203.9%	43.3 MB	1 GB	24.9 MB	4.6 MB
89	9c/0dc1b5	300324	NFCORE_AIRRFLOW:AIRRFLOW:SEQUENCE_ASSEMBLY:PRESTO_UMI:PRESTO_PARSE_CLUSTER_UMI (SRR1383451)	COMPLETED	0	2025-01-28 11:05:20.369	15.1s	10s	110.0%	54 MB	1 GB	185.4 MB	87.1 MB
