subj_locus	gene	clone_count	clone_freq	sample_id	subject_id	locus
SRR1383452_M4_IG	IGHV3-30-3	5	0.00707213578500707	SRR1383452	M4	IG
SRR1383453_M4_IG	IGHV3-13	5	0.00696378830083565	SRR1383453	M4	IG
SRR1383453_M4_IG	IGHV3-64	5	0.00696378830083565	SRR1383453	M4	IG
SRR1383463_M5_IG	IGHV3-73	5	0.00175561797752809	SRR1383463	M5	IG
SRR1383464_M5_IG	IGHV4-61	5	0.00712250712250712	SRR1383464	M5	IG
SRR1383465_M5_IG	IGHV1-58	5	0.00443262411347518	SRR1383465	M5	IG
SRR1383465_M5_IG	IGHV1-69-2	5	0.00443262411347518	SRR1383465	M5	IG
SRR1383465_M5_IG	IGHV3-53	5	0.00443262411347518	SRR1383465	M5	IG
SRR1383467_M5_IG	IGHV3-30	5	0.0735294117647059	SRR1383467	M5	IG
SRR1383468_M5_IG	IGHV3-7	5	0.121951219512195	SRR1383468	M5	IG
SRR1383451_M4_IG	IGHV4-39	6	0.00301053687907677	SRR1383451	M4	IG
SRR1383451_M4_IG	IGHV4-4	6	0.00301053687907677	SRR1383451	M4	IG
SRR1383452_M4_IG	IGHV3-72	6	0.00848656294200849	SRR1383452	M4	IG
